Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4,Dimension_Hierarchy_5,Dimension_Name_5,Dimension_Value_5,Dimension_Hierarchy_6,Dimension_Name_6,Dimension_Value_6,Dimension_Hierarchy_7,Dimension_Name_7,Dimension_Value_7,Dimension_Hierarchy_8,Dimension_Name_8,Dimension_Value_8,Dimension_Hierarchy_9,Dimension_Name_9,Dimension_Value_9,Dimension_Hierarchy_10,Dimension_Name_10,Dimension_Value_10
293.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042561,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042604,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
48256.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042601,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
39078.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042602,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
9178.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042603,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
388.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042563,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
582.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042564,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
582.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042565,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042567,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
20266.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042588,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
16197.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042554,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
15607.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042557,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2209.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042571,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
1619.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042572,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
241.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042573,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
4069.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042575,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
105.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042576,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
232.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042577,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042578,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
232.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042579,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
4158.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042589,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042581,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
967.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042582,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
929.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042583,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
523.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042558,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
1739.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042609,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
3191.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042590,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042584,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
156.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042591,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042585,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
38.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042559,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
118.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042560,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
156.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042561,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
52267.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042616,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
37849.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042617,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
14418.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042618,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0042608,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042583,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
10875210.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036497,CL_0001552,Accounting Entry,CI_0042636,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042639,CL_0001576,Prices,CI_0042638,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042640,CL_0001575,Consolidation Status,CI_0042620
25517.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036497,CL_0001552,Accounting Entry,CI_0042636,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042639,CL_0001576,Prices,CI_0042638,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042641,CL_0001575,Consolidation Status,CI_0042620
8054.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042621,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
105636.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042630,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
89040.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042631,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
40633.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042624,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
43693.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042632,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
28345.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042626,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
21825.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042627,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
21825.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042628,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
2481.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042629,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
-1609.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0042636,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042637,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
283.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042568,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
283.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042570,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
8927.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042588,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2545.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042554,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2347.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042557,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
3103.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042571,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2957.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042572,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
295.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042573,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
27.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042574,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
6382.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042575,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
672.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042587,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042577,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
